ID,Name,Tracks
AL011851,UNNAMED,14,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19080731,0000,,TS,28.3,-91.3,50,,,,,,,,,,,,,,
19080731,0600,,TS,28.6,-91.4,50,,,,,,,,,,,,,,
19080731,1200,,TS,29.0,-91.5,50,,,,,,,,,,,,,,
19080731,1800,,TS,29.3,-91.7,50,,,,,,,,,,,,,,
19080731,2200,L,TS,29.5,-91.9,50,,,,,,,,,,,,,,
19080801,0000,,TS,29.7,-92.1,40,,,,,,,,,,,,,,
19080801,0600,,TS,30.1,-92.7,35,,,,,,,,,,,,,,
19080801,1200,,TS,30.5,-93.0,35,,,,,,,,,,,,,,
19080801,1800,,TS,30.9,-93.1,35,,,,,,,,,,,,,,
19080802,0000,,TD,31.2,-92.9,30,,,,,,,,,,,,,,
19080802,0600,,TD,31.6,-92.5,30,,,,,,,,,,,,,,
19080802,1200,,TD,32.0,-92.0,30,,,,,,,,,,,,,,
19080802,1800,,TD,32.4,-91.5,30,,,,,,,,,,,,,,
19080803,0000,,TD,32.8,-91.1,25,,,,,,,,,,,,,,
19080803,0600,,TD,33.1,-90.8,25,,,,,,,,,,,,,,
19080803,1200,,TD,33.5,-90.5,25,,,,,,,,,,,,,,
19080803,1800,,TD,34.0,-90.2,25,,,,,,,,,,,,,,
ID,Name,Tracks
AL051908,UNNAMED,15,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19080830,1200,,TS,33.0,-72.5,35,,,,,,,,,,,,,,
19080830,1800,,TS,33.0,-73.2,35,,,,,,,,,,,,,,
19080831,0000,,TS,33.0,-74.1,35,,,,,,,,,,,,,,
19080831,0600,,TS,33.0,-75.0,40,,,,,,,,,,,,,,
19080831,1200,,TS,33.0,-76.0,40,,,,,,,,,,,,,,
19080831,1800,,TS,33.2,-76.5,40,,,,,,,,,,,,,,
19080901,0000,,TS,33.8,-76.8,45,,,,,,,,,,,,,,
19080901,0600,,TS,34.4,-76.7,45,,,,,,,,,,,,,,
19080901,0800,L,TS,34.6,-76.6,45,,,,,,,,,,,,,,
19080901,1200,,TS,35.0,-76.3,45,,,,,,,,,,,,,,
19080901,1800,,TS,36.1,-75.0,45,,,,,,,,,,,,,,
19080902,0000,,TS,37.2,-73.6,40,,,,,,,,,,,,,,
19080902,0600,,TS,38.2,-72.3,40,,,,,,,,,,,,,,
19080902,1200,,TS,39.0,-70.7,35,,,,,,,,,,,,,,
19080902,1800,,EX,39.8,-68.2,25,,,,,,,,,,,,,,
ID,Name,Tracks
AL061908,UNNAMED,50,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19080907,1200,,TS,15.4,-51.7,40,,,,,,,,,,,,,,
19080907,1800,,TS,15.9,-52.8,40,,,,,,,,,,,,,,
19080908,0000,,TS,16.3,-53.8,40,,,,,,,,,,,,,,
19080908,0600,,TS,16.7,-54.8,40,,,,,,,,,,,,,,
19080908,1200,,TS,17.0,-55.8,45,,,,,,,,,,,,,,
19080908,1800,,TS,17.2,-56.6,45,,,,,,,,,,,,,,
19080909,0000,,TS,17.4,-57.3,45,,,,,,,,,,,,,,
19080909,0600,,TS,17.6,-58.0,50,,,,,,,,,,,,,,
19080909,1200,,TS,18.0,-59.5,55,,,,,,,,,,,,,,
19080909,1800,,TS,18.3,-60.5,55,,,,,,,,,,,,,,
19080910,0000,,TS,18.7,-63.0,60,,,,,,,,,,,,,,
19080910,0600,,TS,19.0,-65.0,60,,,,,,,,,,,,,,
19080910,1200,,TS,19.4,-66.8,60,,,,,,,,,,,,,,
19080910,1800,,TS,19.7,-68.0,60,,,,,,,,,,,,,,
19080911,0000,,TS,19.8,-69.2,60,,,,,,,,,,,,,,
19080911,0600,,HU,20.1,-70.7,65,,,,,,,,,,,,,,
19080911,1200,,HU,20.5,-72.0,75,,,,,,,,,,,,,,
19080911,1800,,HU,21.0,-72.9,85,,,,,,,,,,,,,,
19080912,0000,,HU,21.5,-73.7,95,,,,,,,,,,,,,,
19080912,0600,,HU,21.9,-74.3,95,,,,,,,,,,,,,,
19080912,1200,,HU,22.5,-75.0,100,,,,,,,,,,,,,,
19080912,1800,,HU,22.9,-75.5,100,,,,,,,,,,,,,,
19080913,0000,,HU,23.2,-75.8,105,,,,,,,,,,,,,,
19080913,0600,,HU,23.8,-76.1,105,,,,,,,,,,,,,,
19080913,1200,,HU,24.5,-76.1,105,,,,,,,,,,,,,,
19080913,1800,,HU,25.1,-75.9,105,,,,,,,,,,,,,,
19080914,0000,,HU,25.7,-75.5,105,,,,,,,,,,,,,,
19080914,0600,,HU,26.2,-75.1,105,,,,,,,,,,,,,,
19080914,1200,,HU,26.7,-74.5,105,,,,,,,,,,,,,,
19080914,1800,,HU,27.5,-73.6,100,,,,,,,,,,,,,,
19080915,0000,,HU,28.4,-72.6,100,,,,,,,,,,,,,,
19080915,0600,,HU,29.1,-71.8,95,,,,,,,,,,,,,,
19080915,1200,,HU,30.0,-71.0,90,,,,,,,,,,,,,,
19080915,1800,,HU,30.8,-70.2,85,,,,,,,,,,,,,,
19080916,0000,,HU,31.6,-69.4,85,,,,,,,,,,,,,,
19080916,0600,,HU,32.5,-68.6,80,,,,,,,,,,,,,,
19080916,1200,,HU,33.8,-67.7,80,,,,,,,,,,,,,,
19080916,1800,,HU,35.1,-67.2,75,,,,,,,,,,,,,,
19080917,0000,,HU,36.3,-66.8,75,,,,,,,,,,,,,,
19080917,0600,,HU,37.8,-66.0,70,,,,,,,,,,,,,,
19080917,1200,,HU,39.3,-65.0,70,,,,,,,,,,,,,,
19080917,1800,,HU,40.4,-63.9,70,,,,,,,,,,,,,,
19080918,0000,,HU,41.1,-62.9,70,,,,,,,,,,,,,,
19080918,0600,,HU,41.9,-61.8,70,,,,,,,,,,,,,,
19080918,1200,,HU,43.0,-60.0,70,,,,,,,,,,,,,,
19080918,1800,,TS,45.4,-57.0,60,,,,,,,,,,,,,,
19080919,0000,,EX,48.6,-53.0,55,,,,,,,,,,,,,,
19080919,0600,,EX,51.5,-49.6,55,,,,,,,,,,,,,,
19080919,1200,,EX,54.0,-46.5,50,,,,,,,,,,,,,,
19080919,1800,,EX,56.2,-43.8,50,,,,,,,,,,,,,,
ID,Name,Tracks
AL071908,UNNAMED,10,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19080916,1200,,TS,24.7,-90.5,40,,,,,,,,,,,,,,
19080916,1800,,TS,25.1,-91.1,40,,,,,,,,,,,,,,
19080917,0000,,TS,25.6,-91.7,45,,,,,,,,,,,,,,
19080917,0600,,TS,26.0,-92.1,45,,,,,,,,,,,,,,
19080917,1200,,TS,26.5,-92.6,50,,,,,,,,,,,,,,
19080917,1800,,TS,27.0,-93.1,55,,,,,,,,,,,,,,
19080918,0000,,TS,27.4,-93.4,60,,,,,,,,,,,,,,
19080918,0600,,TS,27.9,-93.8,55,,,,,,,,,,,,,,
19080918,1200,,TS,28.3,-93.8,35,,,,,,,,,,,,,,
19080918,1800,,TD,28.7,-93.4,25,,,,,,,,,,,,,,
ID,Name,Tracks
AL081908,UNNAMED,66,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19080921,1200,,TS,12.5,-46.0,35,,,,,,,,,,,,,,
19080921,1800,,TS,12.7,-47.2,35,,,,,,,,,,,,,,
19080922,0000,,TS,12.9,-48.3,35,,,,,,,,,,,,,,
19080922,0600,,TS,13.2,-49.5,35,,,,,,,,,,,,,,
19080922,1200,,TS,13.5,-50.7,35,,,,,,,,,,,,,,
19080922,1800,,TS,13.8,-51.8,35,,,,,,,,,,,,,,
19080923,0000,,TS,13.9,-53.0,35,,,,,,,,,,,,,,
19080923,0600,,TS,14.0,-54.2,35,,,,,,,,,,,,,,
19080923,1200,,TS,14.3,-55.3,40,,,,,,,,,,,,,,
19080923,1800,,TS,14.5,-56.3,40,,,,,,,,,,,,,,
19080924,0000,,TS,14.8,-57.2,40,,,,,,,,,,,,,,
19080924,0600,,TS,15.0,-57.9,40,,,,,,,,,,,,,,
19080924,1200,,TS,15.3,-58.7,45,,,,,,,,,,,,,,
19080924,1800,,TS,15.5,-59.4,50,,,,,,,,,,,,,,
19080925,0000,,TS,15.7,-60.3,55,,,,,,,,,,,,,,
19080925,0600,,TS,15.8,-61.0,60,,,,,,,,,,,,,,
19080925,1200,,HU,16.0,-61.7,65,,,,,,,,,,,,,,
19080925,1800,,HU,16.2,-62.7,70,,,,,,,,,,,,,,
19080926,0000,,HU,16.4,-64.1,75,,,,,,,,,,,,,,
19080926,0600,,HU,16.5,-65.1,75,,,,,,,,,,,,,,
19080926,1200,,HU,16.5,-66.3,75,,,,,,,,,,,,,,
19080926,1800,,HU,16.5,-67.4,75,,,,,,,,,,,,,,
19080927,0000,,HU,16.7,-68.5,75,,,,,,,,,,,,,,
19080927,0600,,HU,16.8,-69.5,75,,,,,,,,,,,,,,
19080927,1200,,HU,17.0,-70.5,75,,,,,,,,,,,,,,
19080927,1800,,HU,17.3,-71.1,75,,,,,,,,,,,,,,
19080928,0000,,HU,17.6,-71.6,70,,,,,,,,,,,,,,
19080928,0600,,HU,18.1,-72.2,70,,,,,,,,,,,,,,
19080928,1200,,HU,18.5,-72.7,65,,,,,,,,,,,,,,
19080928,1800,,TS,18.7,-73.1,60,,,,,,,,,,,,,,
19080929,0000,,HU,19.1,-73.7,65,,,,,,,,,,,,,,
19080929,0600,,HU,19.7,-74.2,70,,,,,,,,,,,,,,
19080929,1200,,HU,20.0,-74.5,75,,,,,,,,,,,,,,
19080929,1800,,HU,20.4,-75.0,65,,,,,,,,,,,,,,
19080930,0000,,HU,21.0,-75.4,70,,,,,,,,,,,,,,
19080930,0600,,HU,21.4,-75.9,75,,,,,,,,,,,,,,
19080930,1200,,HU,22.0,-76.3,80,,,,,,,,,,,,,,
19080930,1800,,HU,22.5,-76.7,85,,,,,,,,,,,,,,
19081001,0000,,HU,23.2,-77.2,90,,,,,,,,,,,,,,
19081001,0600,,HU,23.9,-77.7,95,,,,,,,,,,,,,,
19081001,1200,,HU,24.7,-78.0,95,,,,,,,,,,,,,,
19081001,1800,,HU,25.9,-77.8,95,,,,,,,,,,,,,,
19081002,0000,,HU,26.8,-76.5,95,,,,,,,,,,,,,,
19081002,0600,,HU,27.5,-74.6,95,,,,,,,,,,,,,,
19081002,1200,,HU,28.0,-73.0,95,,,,,,,,,,,,,,
19081002,1800,,HU,28.4,-72.1,95,,,,,,,,,,,,,,
19081003,0000,,HU,28.7,-71.6,95,,,,,,,,,,,,,,
19081003,0600,,HU,29.3,-71.1,90,,,,,,,,,,,,,,
19081003,1200,,HU,30.0,-71.5,85,,,,,,,,,,,,,,
19081003,1800,,HU,29.7,-72.0,80,,,,,,,,,,,,,,
19081004,0000,,HU,29.2,-72.1,75,,,,,,,,,,,,,,
19081004,0600,,HU,28.8,-71.6,70,,,,,,,,,,,,,,
19081004,1200,,HU,28.5,-71.0,70,,,,,,,,,,,,,,
19081004,1800,,HU,29.0,-70.0,70,,,,,,,,,,,,,,
19081005,0000,,HU,29.7,-69.2,70,,,,,,,,,,,,,,
19081005,0600,,HU,30.1,-68.4,70,,,,,,,,,,,,,,
19081005,1200,,HU,30.5,-67.5,70,,,,,,,,,,,,,,
19081005,1800,,HU,30.8,-66.2,70,,,,,,,,,,,,,,
19081006,0000,,HU,31.1,-65.0,70,,,,,,,,,,,,,,
19081006,0600,,HU,31.3,-63.8,70,,,,,,,,,,,,,,
19081006,1200,,HU,31.5,-62.7,65,,,,,,,,,,,,,,
19081006,1800,,TS,31.8,-61.3,55,,,,,,,,,,,,,,
19081007,0000,,TS,32.0,-60.0,45,,,,,,,,,,,,,,
19081007,0600,,EX,32.3,-58.7,40,,,,,,,,,,,,,,
19081007,1200,,EX,32.5,-57.5,40,,,,,,,,,,,,,,
19081007,1800,,EX,32.8,-56.1,40,,,,,,,,,,,,,,
ID,Name,Tracks
AL091908,UNNAMED,20,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19081014,1200,,TD,11.7,-78.5,30,,,,,,,,,,,,,,
19081014,1800,,TD,11.7,-78.8,30,,,,,,,,,,,,,,
19081015,0000,,TS,11.7,-79.2,35,,,,,,,,,,,,,,
19081015,0600,,TS,11.7,-79.6,40,,,,,,,,,,,,,,
19081015,1200,,TS,11.7,-80.0,45,,,,,,,,,,,,,,
19081015,1800,,TS,11.7,-80.3,45,,,,,,,,,,,,,,
19081016,0000,,TS,11.8,-80.7,50,,,,,,,,,,,,,,
19081016,0600,,TS,11.9,-81.1,60,,,,,,,,,,,,,,
19081016,1200,,HU,12.0,-81.5,65,,,,,,,,,,,,,,
19081016,1800,,HU,12.1,-81.8,70,,,,,,,,,,,,,,
19081017,0000,,HU,12.2,-82.1,75,,,,,,,,,,,,,,
19081017,0600,,HU,12.3,-82.4,80,,,,,,,,,,,,,,
19081017,1200,,HU,12.5,-82.7,85,,,,,,,,,,,,,,
19081017,1800,,HU,12.6,-83.0,90,,,,,,,,,,,,,,
19081018,0000,,HU,12.7,-83.4,90,,,,,,,,,,,,,,
19081018,0600,,HU,12.8,-83.7,65,,,,,,,,,,,,,,
19081018,1200,,TS,13.0,-84.0,50,,,,,,,,,,,,,,
19081018,1800,,TS,13.3,-84.3,35,,,,,,,,,,,,,,
19081019,0000,,TD,13.8,-84.8,30,,,,,,,,,,,,,,
19081019,0600,,TD,14.5,-85.5,25,,,,,,,,,,,,,,
ID,Name,Tracks
AL101908,UNNAMED,18,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19081019,1200,,EX,35.0,-72.0,35,,,,,,,,,,,,,,
19081019,1800,,EX,34.3,-71.5,35,,,,,,,,,,,,,,
19081020,0000,,EX,33.7,-71.0,35,,,,,,,,,,,,,,
19081020,0600,,EX,33.1,-70.5,35,,,,,,,,,,,,,,
19081020,1200,,TS,32.5,-69.7,35,,,,,,,,,,,,,,
19081020,1800,,TS,31.7,-68.6,35,,,,,,,,,,,,,,
19081021,0000,,TS,30.7,-67.3,35,,,,,,,,,,,,,,
19081021,0600,,TS,29.6,-66.3,35,,,,,,,,,,,,,,
19081021,1200,,TS,28.5,-66.0,35,,,,,,,,,,,,,,
19081021,1800,,TS,27.5,-67.6,35,,,,,,,,,,,,,,
19081022,0000,,TS,27.4,-69.9,35,,,,,,,,,,,,,,
19081022,0600,,TS,28.2,-72.1,35,,,,,,,,,,,,,,
19081022,1200,,TS,29.0,-74.0,35,,,,,,,,,,,,,,
19081022,1800,,TS,30.3,-75.4,35,,,,,,,,,,,,,,
19081023,0000,,TS,31.4,-76.6,35,,,,,,,,,,,,,,
19081023,0600,,EX,32.4,-78.2,35,,,,,,,,,,,,,,
19081023,1200,,EX,33.4,-79.7,35,,,,,,,,,,,,,,
19081023,1800,,EX,34.2,-81.0,30,,,,,,,,,,,,,,
ID,Name,Tracks
AL011909,UNNAMED,20,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19090615,0000,,TD,10.6,-82.5,30,,,,,,,,,,,,,,
19090615,0600,,TD,10.8,-82.5,30,,,,,,,,,,,,,,
19090615,1200,,TS,11.0,-82.5,35,,,,,,,,,,,,,,
19090615,1800,,TS,11.2,-82.5,35,,,,,,,,,,,,,,
19090616,0000,,TS,11.5,-82.5,40,,,,,,,,,,,,,,
19090616,0600,,TS,11.7,-82.5,40,,,,,,,,,,,,,,
19090616,1200,,TS,12.0,-82.5,40,,,,,,,,,,,,,,
19090616,1800,,TS,12.2,-82.5,40,,,,,,,,,,,,,,
19090617,0000,,TS,12.4,-82.5,40,,,,,,,,,,,,,,
19090617,0600,,TS,12.6,-82.5,40,,,,,,,,,,,,,,
19090617,1200,,TS,12.8,-82.5,40,,,,,,,,,,,,,,
19090617,1800,,TS,13.0,-82.5,40,,,,,,,,,,,,,,
19090618,0000,,TS,13.2,-82.6,40,,,,,,,,,,,,,,
19090618,0600,,TS,13.4,-82.7,40,,,,,,,,,,,,,,
19090618,1200,,TS,13.5,-82.8,40,,,,,,,,,,,,,,
19090618,1800,,TS,13.7,-83.0,40,,,,,,,,,,,,,,
19090619,0000,,TS,13.8,-83.3,40,,,,,,,,,,,,,,
19090619,0600,,TS,13.9,-83.6,35,,,,,,,,,,,,,,
19090619,1200,,TD,14.0,-84.0,30,,,,,,,,,,,,,,
19090619,1800,,TD,14.0,-84.5,25,,,,,,,,,,,,,,
ID,Name,Tracks
AL021909,UNNAMED,22,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19090625,1200,,TS,25.0,-84.0,35,,,,,,,,,,,,,,
19090625,1800,,TS,25.5,-84.7,35,,,,,,,,,,,,,,
19090626,0000,,TS,25.9,-85.5,35,,,,,,,,,,,,,,
19090626,0600,,TS,26.3,-86.2,35,,,,,,,,,,,,,,
19090626,1200,,TS,26.7,-87.0,40,,,,,,,,,,,,,,
19090626,1800,,TS,26.7,-87.7,40,,,,,,,,,,,,,,
19090627,0000,,TS,26.6,-88.5,45,,,,,,,,,,,,,,
19090627,0600,,TS,26.6,-89.3,45,,,,,,,,,,,,,,
19090627,1200,,TS,26.5,-90.1,50,,,,,,,,,,,,,,
19090627,1800,,TS,26.5,-90.9,50,,,,,,,,,,,,,,
19090628,0000,,TS,26.4,-91.7,50,,,,,,,,,,,,,,
19090628,0600,,TS,26.4,-92.5,50,,,,,,,,,,,,,,
19090628,1200,,TS,26.3,-93.3,50,,,,,,,,,,,,,,
19090628,1800,,TS,26.3,-94.1,55,,,,,,,,,,,,,,
19090629,0000,,HU,26.2,-94.9,65,,,,,,,,,,,,,,
19090629,0600,,HU,26.2,-95.7,75,,,,,,,,,,,,,,
19090629,1200,,HU,26.1,-96.5,85,,,,,,,,,,,,,,
19090629,1700,L,HU,26.1,-97.2,85,972,,,,,,,,,,,,,
19090629,1800,,HU,26.1,-97.3,85,972,,,,,,,,,,,,,
19090630,0000,,TS,26.0,-98.0,50,,,,,,,,,,,,,,
19090630,0600,,TS,26.0,-98.6,35,,,,,,,,,,,,,,
19090630,1200,,TD,26.0,-99.0,30,,,,,,,,,,,,,,
ID,Name,Tracks
AL031909,UNNAMED,36,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19090626,1200,,TD,21.0,-72.0,30,,,,,,,,,,,,,,
19090626,1800,,TD,21.2,-73.1,30,,,,,,,,,,,,,,
19090627,0000,,TD,21.4,-74.1,30,,,,,,,,,,,,,,
19090627,0600,,TD,21.7,-75.1,30,,,,,,,,,,,,,,
19090627,1200,,TS,22.0,-76.0,35,,,,,,,,,,,,,,
19090627,1800,,TS,22.7,-76.9,35,,,,,,,,,,,,,,
19090628,0000,,TS,23.4,-77.6,35,,,,,,,,,,,,,,
19090628,0600,,TS,24.2,-78.5,40,,,,,,,,,,,,,,
19090628,1200,,TS,25.0,-79.3,45,,,,,,,,,,,,,,
19090628,1800,,TS,25.8,-79.9,45,,,,,,,,,,,,,,
19090628,2000,L,TS,26.0,-80.1,45,,,,,,,,,,,,,,
19090629,0000,,TS,26.5,-80.5,40,,,,,,,,,,,,,,
19090629,0600,,TS,27.3,-81.1,35,,,,,,,,,,,,,,
19090629,1200,,TS,28.0,-81.7,35,,,,,,,,,,,,,,
19090629,1800,,TS,28.4,-82.2,35,,,,,,,,,,,,,,
19090630,0000,,TS,29.0,-82.9,35,,,,,,,,,,,,,,
19090630,0600,,TS,29.5,-83.4,35,,,,,,,,,,,,,,
19090630,1200,,TS,30.0,-84.0,35,,,,,,,,,,,,,,
19090630,1400,L,TS,30.1,-84.1,35,,,,,,,,,,,,,,
19090630,1800,,TD,30.2,-84.3,30,,,,,,,,,,,,,,
19090701,0000,,TD,30.4,-84.5,30,,,,,,,,,,,,,,
19090701,0600,,TD,30.6,-84.6,30,,,,,,,,,,,,,,
19090701,1200,,TD,31.0,-84.7,30,,,,,,,,,,,,,,
19090701,1800,,TD,31.3,-84.6,25,,,,,,,,,,,,,,
19090702,0000,,TD,31.6,-84.3,25,,,,,,,,,,,,,,
19090702,0600,,TD,31.9,-83.8,25,,,,,,,,,,,,,,
19090702,1200,,TD,32.0,-83.5,25,,,,,,,,,,,,,,
19090702,1800,,TD,32.2,-82.8,25,,,,,,,,,,,,,,
19090703,0000,,TD,32.4,-81.7,25,,,,,,,,,,,,,,
19090703,0600,,TD,32.4,-80.7,30,,,,,,,,,,,,,,
19090703,1200,,TD,32.3,-79.7,30,,,,,,,,,,,,,,
19090703,1800,,TD,32.0,-78.3,30,,,,,,,,,,,,,,
19090704,0000,,TD,31.5,-77.0,30,,,,,,,,,,,,,,
19090704,0600,,TD,31.0,-75.7,30,,,,,,,,,,,,,,
19090704,1200,,TD,30.3,-74.5,30,,,,,,,,,,,,,,
19090704,1800,,TD,29.6,-73.2,30,,,,,,,,,,,,,,
ID,Name,Tracks
AL041909,UNNAMED,38,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19090713,1200,,TD,12.3,-60.5,30,,,,,,,,,,,,,,
19090713,1800,,TD,12.3,-62.0,30,,,,,,,,,,,,,,
19090714,0000,,TD,12.4,-63.5,30,,,,,,,,,,,,,,
19090714,0600,,TD,12.6,-64.9,30,,,,,,,,,,,,,,
19090714,1200,,TD,13.0,-66.2,30,,,,,,,,,,,,,,
19090714,1800,,TD,13.5,-67.4,30,,,,,,,,,,,,,,
19090715,0000,,TD,14.0,-68.6,30,,,,,,,,,,,,,,
19090715,0600,,TD,14.5,-69.8,30,,,,,,,,,,,,,,
19090715,1200,,TD,14.9,-71.0,30,,,,,,,,,,,,,,
19090715,1800,,TD,15.2,-72.2,30,,,,,,,,,,,,,,
19090716,0000,,TD,15.5,-73.3,30,,,,,,,,,,,,,,
19090716,0600,,TD,15.8,-74.4,30,,,,,,,,,,,,,,
19090716,1200,,TD,16.0,-75.5,30,,,,,,,,,,,,,,
19090716,1800,,TD,16.2,-76.7,30,,,,,,,,,,,,,,
19090717,0000,,TS,16.4,-77.8,35,,,,,,,,,,,,,,
19090717,0600,,TS,16.7,-78.9,40,,,,,,,,,,,,,,
19090717,1200,,TS,17.2,-80.0,45,,,,,,,,,,,,,,
19090717,1800,,TS,18.0,-81.0,50,,,,,,,,,,,,,,
19090718,0000,,TS,19.0,-82.0,55,,,,,,,,,,,,,,
19090718,0600,,TS,20.0,-83.0,60,,,,,,,,,,,,,,
19090718,1200,,TS,21.0,-84.0,60,,,,,,,,,,,,,,
19090718,1800,,HU,22.0,-85.0,65,,,,,,,,,,,,,,
19090719,0000,,HU,23.0,-85.9,70,,,,,,,,,,,,,,
19090719,0600,,HU,24.0,-86.7,70,,,,,,,,,,,,,,
19090719,1200,,HU,25.0,-87.5,70,,,,,,,,,,,,,,
19090719,1800,,HU,25.6,-88.3,70,,,,,,,,,,,,,,
19090720,0000,,HU,26.1,-88.9,70,,,,,,,,,,,,,,
19090720,0600,,HU,26.6,-89.7,70,,,,,,,,,,,,,,
19090720,1200,,HU,27.0,-90.6,70,,,,,,,,,,,,,,
19090720,1800,,HU,27.4,-91.5,70,985,,,,,,,,,,,,,
19090721,0000,,HU,27.8,-92.5,80,,,,,,,,,,,,,,
19090721,0600,,HU,28.2,-93.5,90,,,,,,,,,,,,,,
19090721,1200,,HU,28.6,-94.5,100,,,,,,,,,,,,,,
19090721,1700,L,HU,28.9,-95.3,100,,,,,,,,,,,,,,
19090721,1800,,HU,29.0,-95.5,90,959,,,,,,,,,,,,,
19090722,0000,,HU,29.3,-96.5,65,,,,,,,,,,,,,,
19090722,0600,,TD,29.6,-97.6,30,,,,,,,,,,,,,,
19090722,1200,,TD,30.2,-98.8,25,,,,,,,,,,,,,,
ID,Name,Tracks
AL051909,UNNAMED,20,
Date,Time,Record Identifier,Status of System,Latitude,Longitude,Max Sustained Wind [kts],Min Pressure [mbars],34kt extent NE,34kt extent SE,34kt extent SW,34kt extent NW,50kt extent NE,50kt extent SE,50kt extent SW,50kt extent NW,64kt extent NE,64kt extent SE,64kt extent SW,64kt extent NW
19090806,0000,,TD,16.6,-79.5,30,,,,,,,,,,,,,,
19090806,0600,,TD,17.3,-80.0,30,,,,,,,,,,,,,,
19090806,1200,,TD,18.0,-80.5,30,,,,,,,,,,,,,,
19090806,1800,,TD,18.8,-81.2,30,,,,,,,,,,,,,,
19090807,0000,,TS,19.6,-82.0,35,,,,,,,,,,,,,,
19090807,0600,,TS,20.6,-83.0,35,,,,,,,,,,,,,,
19090807,1200,,TS,21.0,-84.3,40,1004,,,,,,,,,,,,,
19090807,1800,,TS,20.9,-85.4,40,,,,,,,,,,,,,,
19090808,0000,,TS,20.8,-86.5,40,,,,,,,,,,,,,,
19090808,0600,,TS,20.6,-87.6,35,,,,,,,,,,,,,,
19090808,1200,,TD,20.5,-88.5,30,,,,,,,,,,,,,,
19090808,1800,,TD,20.4,-89.3,30,,,,,,,,,,,,,,
19090809,0000,,TD,20.4,-90.4,30,,,,,,,,,,,,,,
19090809,0600,,TS,20.4,-91.4,35,,,,,,,,,,,,,,
19090809,1200,,TS,20.5,-92.5,35,,,,,,,,,,,,,,
19090809,1800,,TS,20.9,-93.9,35,,,,,,,,,,,,,,
19090810,0000,,TS,21.5,-95.4,35,,,,,,,,,,,,,,
19090810,0600,,TS,22.3,-97.0,35,,,,,,,,,,,,,,
